"Ltot","mII"
100.,1
125.89254117941661,1
158.48931924611142,2
199.5262314968879,3
251.1886431509582,4
316.2277660168379,6
398.1071705534969,9
501.18723362727246,13
630.957344480193,19
794.3282347242822,27
1000.,39
1258.9254117941662,55
1584.8931924611143,91
1995.2623149688789,129
2511.8864315095825,186
3162.2776601683795,277
3981.0717055349696,404
5011.872336272725,585
6309.57344480193,731
7943.282347242822,nan
10000.,nan
