"Ltot","L0"
100.,3.8461538461538463
125.89254117941661,3.4970150327615723
158.48931924611142,3.4454199836111177
199.5262314968879,3.3254371916147987
251.1886431509582,3.22036721988408
316.2277660168379,3.1002722158513523
398.1071705534969,2.97094903398132
501.18723362727246,2.847654736518594
630.957344480193,2.7196437262077287
794.3282347242822,2.578987775078838
1000.,2.4630541871921183
1258.9254117941662,2.3313433551743814
1584.8931924611143,2.1047718359377345
1995.2623149688789,1.9447001120554377
2511.8864315095825,1.6525568628352514
3162.2776601683795,1.5654839901823663
3981.0717055349696,1.4636293035055035
5011.872336272725,1.427883856487956
6309.57344480193,1.5211122094508027
7943.282347242822,nan
10000.,nan
