"Ltot","ntot"
100.,30
125.89254117941661,40
158.48931924611142,50
199.5262314968879,66
251.1886431509582,90
316.2277660168379,114
398.1071705534969,150
501.18723362727246,195
630.957344480193,260
794.3282347242822,340
1000.,455
1258.9254117941662,620
1584.8931924611143,815
1995.2623149688789,1170
2511.8864315095825,1550
3162.2776601683795,2055
3981.0717055349696,2720
5011.872336272725,3510
6309.57344480193,4388
7943.282347242822,nan
10000.,nan
