"Ltot","ntot"
100.,30
125.89254117941661,40
158.48931924611142,49
199.5262314968879,66
251.1886431509582,84
316.2277660168379,114
398.1071705534969,144
501.18723362727246,192
630.957344480193,245
794.3282347242822,325
1000.,425
1258.9254117941662,565
1584.8931924611143,765
1995.2623149688789,1010
2511.8864315095825,1430
3162.2776601683795,1950
3981.0717055349696,2495
5011.872336272725,3330
6309.57344480193,4418
7943.282347242822,6042
10000.,8175
