"Ltot","ntot"
100.,30
125.89254117941661,40
158.48931924611142,49
199.5262314968879,63
251.1886431509582,84
316.2277660168379,108
398.1071705534969,138
501.18723362727246,186
630.957344480193,240
794.3282347242822,305
1000.,400
1258.9254117941662,525
1584.8931924611143,685
1995.2623149688789,900
2511.8864315095825,1215
3162.2776601683795,1600
3981.0717055349696,2090
5011.872336272725,2982
6309.57344480193,3983
7943.282347242822,5130
10000.,6951
