"Ltot","ntot"
100.,35
125.89254117941661,47
158.48931924611142,60
199.5262314968879,80
251.1886431509582,105
316.2277660168379,135
398.1071705534969,175
501.18723362727246,240
630.957344480193,308
794.3282347242822,400
1000.,575
1258.9254117941662,777
1584.8931924611143,986
1995.2623149688789,1290
2511.8864315095825,1652
3162.2776601683795,2160
3981.0717055349696,2828
5011.872336272725,3690
6309.57344480193,4673
7943.282347242822,6175
10000.,8175
