"Ltot","ntot"
100.,36
125.89254117941661,48
158.48931924611142,62
199.5262314968879,81
251.1886431509582,104
316.2277660168379,138
398.1071705534969,180
501.18723362727246,234
630.957344480193,323
794.3282347242822,459
1000.,585
1258.9254117941662,771
1584.8931924611143,1001
1995.2623149688789,1290
2511.8864315095825,1676
3162.2776601683795,2216
3981.0717055349696,2828
5011.872336272725,3510
6309.57344480193,4388
7943.282347242822,nan
10000.,nan
