"Ltot","cost"
100.,80712.10614054487
104.71285480508986,84632.44633589083
109.64781961431851,89065.57366828101
114.81536214968817,93835.30414757745
120.22644346174131,99214.49394032662
125.89254117941661,105087.85650192066
131.82567385564076,111641.19098641803
138.03842646028838,118997.14655548104
144.54397707459282,127266.0715654368
151.35612484362073,136598.89582773717
158.48931924611142,147194.28111313988
165.95869074375597,159310.03972742398
173.78008287493762,173279.91975794954
181.97008586099827,187420.26260105567
190.54607179632484,203175.2116710531
199.5262314968879,221645.67804569364
208.9296130854041,243192.63112738516
218.77616239495518,268951.7265145566
229.08676527677747,299840.86010668473
239.88329190194898,337419.30537142546
251.1886431509582,383987.1971289971
263.02679918953817,442472.6816792159
275.42287033381695,517107.4562274813
288.40315031266056,614892.6702691399
301.9951720402019,746329.6253486592
316.2277660168379,926795.8633678816
331.1311214825908,1.1849251496129523e6
346.73685045253166,1.5668081844489092e6
363.07805477010174,2.1611008227046123e6
380.18939632056123,3.134473543111748e6
398.1071705534969,4.834829088476065e6
416.8693834703355,8.034014016415058e6
436.51583224016565,1.3455004885872437e7
457.0881896148752,2.3703306027661324e7
478.63009232263806,4.5188783416724466e7
501.18723362727246,9.538182766354509e7
524.8074602497724,2.297470997260193e8
549.5408738576249,6.495855171369579e8
575.4399373371566,2.2315552458511534e9
602.5595860743581,nan
630.957344480193,nan
660.6934480075964,nan
691.8309709189364,nan
724.4359600749907,nan
758.5775750291835,nan
794.3282347242822,nan
831.7637711026708,nan
870.9635899560797,nan
912.0108393559096,nan
954.9925860214369,nan
1000.,nan
1047.1285480508984,nan
1096.478196143185,nan
1148.1536214968842,nan
1202.2644346174131,nan
1258.9254117941662,nan
1318.2567385564075,nan
1380.3842646028838,nan
1445.439770745928,nan
1513.5612484362073,nan
1584.8931924611143,nan
1659.5869074375598,nan
1737.8008287493765,nan
1819.7008586099826,nan
1905.4607179632483,nan
1995.2623149688789,nan
2089.2961308540407,nan
2187.761623949552,nan
2290.867652767775,nan
2398.83291901949,nan
2511.8864315095825,nan
2630.2679918953813,nan
2754.2287033381635,nan
2884.031503126606,nan
3019.951720402019,nan
3162.2776601683795,nan
3311.311214825908,nan
3467.368504525317,nan
3630.7805477010174,nan
3801.8939632056126,nan
3981.0717055349696,nan
4168.693834703356,nan
4365.158322401657,nan
4570.881896148751,nan
4786.300923226381,nan
5011.872336272725,nan
5248.074602497723,nan
5495.408738576249,nan
5754.399373371567,nan
6025.595860743581,nan
6309.57344480193,nan
6606.9344800759645,nan
6918.309709189363,nan
7244.359600749906,nan
7585.775750291836,nan
7943.282347242822,nan
8317.63771102671,nan
8709.635899560797,nan
9120.108393559096,nan
9549.92586021437,nan
10000.,nan
