"Ltot","cost"
100.,51789.447904184555
104.71285480508986,52976.62081314868
109.64781961431851,54223.13633815386
114.81536214968817,55520.53991041189
120.22644346174131,56913.38859789555
125.89254117941661,58348.611355791014
131.82567385564076,59873.777380171356
138.03842646028838,61507.09855204007
144.54397707459282,63651.22604411773
151.35612484362073,65226.46283800015
158.48931924611142,66333.00195689317
165.95869074375597,67484.73944338318
173.78008287493762,68656.44358448821
181.97008586099827,69873.25762884608
190.54607179632484,71133.22344221945
199.5262314968879,72432.09652948847
208.9296130854041,73774.59035588376
218.77616239495518,75173.4218502801
229.08676527677747,76621.33478146851
239.88329190194898,78128.22578506346
251.1886431509582,79698.81459641563
263.02679918953817,81325.51979065045
275.42287033381695,83024.26059306062
288.40315031266056,84798.35724347498
301.9951720402019,86645.2298904887
316.2277660168379,88578.03302184473
331.1311214825908,90599.9851030966
346.73685045253166,92717.44057429562
363.07805477010174,94935.66615779031
380.18939632056123,97265.58774422907
398.1071705534969,99714.38005873456
416.8693834703355,102290.4804116609
436.51583224016565,105005.66418962888
457.0881896148752,107869.21729079665
478.63009232263806,110895.44790159147
501.18723362727246,114095.97766215906
524.8074602497724,117487.99703569306
549.5408738576249,121088.35424490705
575.4399373371566,124914.91312976435
602.5595860743581,128989.789399701
630.957344480193,133335.72517326096
660.6934480075964,137980.38311906005
691.8309709189364,142953.492530596
724.4359600749907,148288.9702010044
758.5775750291835,154025.39888787043
794.3282347242822,160206.67829243114
831.7637711026708,166885.13173377572
870.9635899560797,174110.8287587462
912.0108393559096,181964.3048250629
954.9925860214369,190504.69576167376
1000.,199821.0543575373
1047.1285480508984,210031.83118545538
1096.478196143185,221254.9720589902
1148.1536214968842,233618.2510447438
1202.2644346174131,247302.64207304164
1258.9254117941662,262505.3339301185
1318.2567385564075,279470.25520194205
1380.3842646028838,298484.79107953183
1445.439770745928,319919.66885362787
1513.5612484362073,344181.11343121674
1584.8931924611143,371810.214141411
1659.5869074375598,403469.9263643494
1737.8008287493765,440014.2543635658
1819.7008586099826,482503.5830180882
1905.4607179632483,532318.7491520206
1995.2623149688789,591244.7764084276
2089.2961308540407,661601.0347650935
2187.761623949552,746587.6506096572
2290.867652767775,850555.248148825
2398.83291901949,979284.8441318718
2511.8864315095825,1.1411628400353086e6
2630.2679918953813,1.34029826111894e6
2754.2287033381635,1.5972002223144711e6
2884.031503126606,1.9350162659450748e6
3019.951720402019,2.390055948677853e6
3162.2776601683795,3.01805701416201e6
3311.311214825908,3.9117074733663932e6
3467.368504525317,5.227258769572014e6
3630.7805477010174,7.241018312866873e6
3801.8939632056126,1.0348327361458195e7
3981.0717055349696,1.5423433510496637e7
4168.693834703356,2.4295733291392677e7
4365.158322401657,4.0894568721098535e7
4570.881896148751,7.457913817804265e7
4786.300923226381,1.4987609977069283e8
5011.872336272725,3.3921932390233094e8
5248.074602497723,8.886820090549995e8
5495.408738576249,2.7927259559113297e9
5754.399373371567,nan
6025.595860743581,nan
6309.57344480193,nan
6606.9344800759645,nan
6918.309709189363,nan
7244.359600749906,nan
7585.775750291836,nan
7943.282347242822,nan
8317.63771102671,nan
8709.635899560797,nan
9120.108393559096,nan
9549.92586021437,nan
10000.,nan
