"Ltot","SKR"
100.,108130.13512637818
104.71285480508986,108160.07944973452
109.64781961431851,107645.3662782825
114.81536214968817,106673.17755299213
120.22644346174131,102301.87555435744
125.89254117941661,100739.82568526546
131.82567385564076,98822.97967702898
138.03842646028838,96580.31369483111
144.54397707459282,91300.36476738247
151.35612484362073,111421.4631894699
158.48931924611142,110338.82049732342
165.95869074375597,108931.69345751916
173.78008287493762,108958.7341671333
181.97008586099827,102242.71205583266
190.54607179632484,101813.78828318829
199.5262314968879,101023.35789740883
208.9296130854041,99911.13994956626
218.77616239495518,98503.28067423722
229.08676527677747,97989.31767430835
239.88329190194898,97109.88190148548
251.1886431509582,95906.7925079391
263.02679918953817,95368.14157357649
275.42287033381695,94460.17256900058
288.40315031266056,93228.2233678063
301.9951720402019,92484.87366248363
316.2277660168379,91393.21041408303
331.1311214825908,90665.23212058164
346.73685045253166,89584.12438433216
363.07805477010174,88195.0440441603
380.18939632056123,87075.63620727348
398.1071705534969,85648.76863399277
416.8693834703355,84424.2638583375
436.51583224016565,83339.4512677843
457.0881896148752,81937.71293369986
478.63009232263806,80259.3946447326
501.18723362727246,79043.85280227478
524.8074602497724,77523.68294352034
549.5408738576249,76041.05615262986
575.4399373371566,74289.41983797845
602.5595860743581,72821.74767329577
630.957344480193,71081.18457076578
660.6934480075964,69326.57290756181
691.8309709189364,67543.20931694792
724.4359600749907,65719.74230373574
758.5775750291835,63847.88054851936
794.3282347242822,62079.25199609972
831.7637711026708,60226.63953931718
870.9635899560797,58162.46475763108
912.0108393559096,56280.853334520514
954.9925860214369,54196.49863485941
1000.,51946.47797937847
1047.1285480508984,49652.08835486391
1096.478196143185,47402.887966723996
1148.1536214968842,45259.72579103725
1202.2644346174131,43252.599352420606
1258.9254117941662,40850.33628929038
1318.2567385564075,38597.92917539809
1380.3842646028838,36357.1311043175
1445.439770745928,33994.73030781849
1513.5612484362073,31980.699737047868
1584.8931924611143,29493.645494351662
1659.5869074375598,27300.149313960203
1737.8008287493765,25109.29290882592
1819.7008586099826,22960.95698952435
1905.4607179632483,20861.42161360132
1995.2623149688789,18699.85294581291
2089.2961308540407,16754.920799251977
2187.761623949552,14767.143716491819
2290.867652767775,12881.641037515587
2398.83291901949,11135.98677333911
2511.8864315095825,9558.79046396946
2630.2679918953813,7834.6972692535965
2754.2287033381635,6546.86108309352
2884.031503126606,5314.7951081430365
3019.951720402019,4247.800220020978
3162.2776601683795,3323.5769539758753
3311.311214825908,2532.2552134487846
3467.368504525317,1857.1206185606484
3630.7805477010174,1316.823043247015
3801.8939632056126,889.6063730957014
3981.0717055349696,583.6962933320583
4168.693834703356,361.76408877525955
4365.158322401657,209.17447189072797
4570.881896148751,111.47211370506194
4786.300923226381,53.64171821809333
5011.872336272725,22.974795517581917
5248.074602497723,8.473650507900302
5495.408738576249,2.594615058325836
5754.399373371567,0.
6025.595860743581,0.
6309.57344480193,0.
6606.9344800759645,0.
6918.309709189363,0.
7244.359600749906,0.
7585.775750291836,0.
7943.282347242822,0.
8317.63771102671,0.
8709.635899560797,0.
9120.108393559096,0.
9549.92586021437,0.
10000.,0.
