"Ltot","L0"
100.,1.01010101010101
125.89254117941661,1.015262428866263
158.48931924611142,1.0159571746545604
199.5262314968879,1.0077082398832722
251.1886431509582,1.0087897315299525
316.2277660168379,1.0038976698947235
398.1071705534969,1.0053211377613558
501.18723362727246,1.0064000675246436
630.957344480193,1.0047091472614538
794.3282347242822,1.002939690308437
1000.,1.0050251256281406
1258.9254117941662,1.0087543363735305
1584.8931924611143,1.0030969572538697
1995.2623149688789,1.0026443793813462
2511.8864315095825,1.000751566338479
3162.2776601683795,1.0116051376098463
3981.0717055349696,1.0002692727474798
5011.872336272725,1.0003737198149152
6309.57344480193,1.002633631781651
7943.282347242822,1.004969932596511
10000.,1.0049241282283188
