"Ltot","L0"
100.,1.0416666666666667
125.89254117941661,1.015262428866263
158.48931924611142,1.0159571746545604
199.5262314968879,1.0179909770249382
251.1886431509582,1.0047545726038327
316.2277660168379,1.0038976698947235
398.1071705534969,1.007866254565815
501.18723362727246,1.002374467254545
630.957344480193,1.078559563214005
794.3282347242822,1.168129756947474
1000.,1.169590643274854
1258.9254117941662,1.1656716775871907
1584.8931924611143,1.169662872665029
1995.2623149688789,1.1668200672332625
2511.8864315095825,1.1683192704695733
3162.2776601683795,1.1626020809442572
3981.0717055349696,1.1726278955920382
5011.872336272725,1.168268609853782
6309.57344480193,1.2352336422869872
7943.282347242822,1.2943266004958158
10000.,1.2232415902140672
