"Ltot","mI"
100.,25.
125.89254117941661,35.
158.48931924611142,42.
199.5262314968879,54.
251.1886431509582,70.
316.2277660168379,90.
398.1071705534969,115.
501.18723362727246,155.
630.957344480193,200.
794.3282347242822,244.
1000.,320.
1258.9254117941662,420.
1584.8931924611143,548.
1995.2623149688789,720.
2511.8864315095825,972.
3162.2776601683795,1280.
3981.0717055349696,1672.
5011.872336272725,2485.
6309.57344480193,3414.
7943.282347242822,4275.
10000.,5958.
