"Ltot","L0"
100.,2.857142857142857
125.89254117941661,2.6785647059450346
158.48931924611142,2.641488654101857
199.5262314968879,2.494077893711099
251.1886431509582,2.3922727919138875
316.2277660168379,2.3424278964210217
398.1071705534969,2.274898117448554
501.18723362727246,2.0882801401136355
630.957344480193,2.0485628067538735
794.3282347242822,1.9858205868107055
1000.,1.7391304347826089
1258.9254117941662,1.620238625217717
1584.8931924611143,1.6073967469179657
1995.2623149688789,1.5467149728440923
2511.8864315095825,1.520512367741878
3162.2776601683795,1.4640174352631385
3981.0717055349696,1.4077339835696498
5011.872336272725,1.358230985439763
6309.57344480193,1.3502190123693412
7943.282347242822,1.286361513723534
10000.,1.2232415902140672
