"Ltot","L0"
100.,2.7777777777777777
125.89254117941661,2.6227612745711797
158.48931924611142,2.5562793426792165
199.5262314968879,2.4632868086035544
251.1886431509582,2.4152754149130597
316.2277660168379,2.2915055508466518
398.1071705534969,2.211706503074983
501.18723362727246,2.141825784731934
630.957344480193,1.9534283110841888
794.3282347242822,1.7305626028851464
1000.,1.7094017094017095
1258.9254117941662,1.632847486114353
1584.8931924611143,1.5833098825785354
1995.2623149688789,1.5467149728440923
2511.8864315095825,1.498738920948438
3162.2776601683795,1.4270206047691243
3981.0717055349696,1.4077339835696498
5011.872336272725,1.427883856487956
6309.57344480193,1.4379155525984346
7943.282347242822,nan
10000.,nan
