"Ltot","mI"
100.,33.
125.89254117941661,50.
158.48931924611142,70.
199.5262314968879,100.
251.1886431509582,138.
316.2277660168379,186.
398.1071705534969,246.
501.18723362727246,330.
630.957344480193,444.
794.3282347242822,594.
1000.,786.
1258.9254117941662,1044.
1584.8931924611143,1344.
1995.2623149688789,1655.
2511.8864315095825,2136.
3162.2776601683795,2605.
3981.0717055349696,3396.
5011.872336272725,3996.
6309.57344480193,4404.
7943.282347242822,nan
10000.,nan
