"Ltot","mI"
100.,40.
125.89254117941661,50.
158.48931924611142,72.
199.5262314968879,105.
251.1886431509582,138.
316.2277660168379,186.
398.1071705534969,252.
501.18723362727246,336.
630.957344480193,456.
794.3282347242822,612.
1000.,822.
1258.9254117941662,1092.
1584.8931924611143,1344.
1995.2623149688789,1710.
2511.8864315095825,2191.
3162.2776601683795,2710.
3981.0717055349696,3412.
5011.872336272725,4295.
6309.57344480193,5407.
7943.282347242822,6950.
10000.,9000.
