"Ltot","L0"
100.,3.3333333333333335
125.89254117941661,3.1473135294854155
158.48931924611142,3.2344759029818655
199.5262314968879,3.0231247196498168
251.1886431509582,2.99034098989236
316.2277660168379,2.7739277720775255
398.1071705534969,2.7646331288437285
501.18723362727246,2.610350175142044
630.957344480193,2.5753360999191552
794.3282347242822,2.4440868760747145
1000.,2.3529411764705883
1258.9254117941662,2.2281865695471965
1584.8931924611143,2.071755807138711
1995.2623149688789,1.9755072425434443
2511.8864315095825,1.7565639381185891
3162.2776601683795,1.6216808513683998
3981.0717055349696,1.595619922058104
5011.872336272725,1.5050667676494671
6309.57344480193,1.4281515266640856
7943.282347242822,1.314677647673423
10000.,1.2232415902140672
