"Ltot","L0"
100.,3.3333333333333335
125.89254117941661,3.1473135294854155
158.48931924611142,3.169786384922228
199.5262314968879,3.0231247196498168
251.1886431509582,2.790984923899536
316.2277660168379,2.7739277720775255
398.1071705534969,2.6540478036899797
501.18723362727246,2.5701909416783204
630.957344480193,2.4267590172315114
794.3282347242822,2.336259513894948
1000.,2.197802197802198
1258.9254117941662,2.030524857732526
1584.8931924611143,1.9446542238786677
1995.2623149688789,1.7053524059563068
2511.8864315095825,1.6205718912965046
3162.2776601683795,1.538821245824029
3981.0717055349696,1.4636293035055035
5011.872336272725,1.427883856487956
6309.57344480193,1.4379155525984346
7943.282347242822,nan
10000.,nan
