"Ltot","L0"
100.,3.3333333333333335
125.89254117941661,3.1473135294854155
158.48931924611142,3.2344759029818655
199.5262314968879,3.167083039633141
251.1886431509582,2.99034098989236
316.2277660168379,2.9280348705262766
398.1071705534969,2.884834569228239
501.18723362727246,2.6945550195014647
630.957344480193,2.6289889353341374
794.3282347242822,2.6043548679484663
1000.,2.5
1258.9254117941662,2.397953165322221
1584.8931924611143,2.3137126897242544
1995.2623149688789,2.216958127743199
2511.8864315095825,2.067396239925582
3162.2776601683795,1.9764235376052373
3981.0717055349696,1.9048189978636216
5011.872336272725,1.6807083622644954
6309.57344480193,1.5841258962595857
7943.282347242822,1.5483981183709206
10000.,1.4386419220256077
