"Ltot","SKR"
100.,23827.07521280482
125.89254117941661,23659.697755853744
158.48931924611142,23445.76349010896
199.5262314968879,23183.506774906386
251.1886431509582,22885.76327332415
316.2277660168379,22558.781501623143
398.1071705534969,22161.144535317955
501.18723362727246,21680.995227356587
630.957344480193,21104.376248731733
794.3282347242822,20489.80889599166
1000.,19823.774202523226
1258.9254117941662,19025.09550535276
1584.8931924611143,18071.280111835804
1995.2623149688789,16937.169240726358
2511.8864315095825,15595.55558644432
3162.2776601683795,14018.028650477347
3981.0717055349696,12176.409367850747
5011.872336272725,10045.643041204274
6309.57344480193,7589.696678437143
7943.282347242822,4696.23812815056
10000.,1515.037438624277
