"Ltot","ntot"
100.,96
125.89254117941661,124
158.48931924611142,156
199.5262314968879,196
251.1886431509582,250
316.2277660168379,315
398.1071705534969,395
501.18723362727246,500
630.957344480193,585
794.3282347242822,680
1000.,855
1258.9254117941662,1080
1584.8931924611143,1355
1995.2623149688789,1710
2511.8864315095825,2150
3162.2776601683795,2720
3981.0717055349696,3395
5011.872336272725,4290
6309.57344480193,5108
7943.282347242822,6137
10000.,8175
