"Ltot","ntot"
100.,99
125.89254117941661,124
158.48931924611142,156
199.5262314968879,198
251.1886431509582,249
316.2277660168379,315
398.1071705534969,396
501.18723362727246,498
630.957344480193,628
794.3282347242822,792
1000.,995
1258.9254117941662,1248
1584.8931924611143,1580
1995.2623149688789,1990
2511.8864315095825,2510
3162.2776601683795,3126
3981.0717055349696,3980
5011.872336272725,5010
6309.57344480193,6293
7943.282347242822,7904
10000.,9951
