"Ltot","ntot"
100.,96
125.89254117941661,124
158.48931924611142,145
199.5262314968879,180
251.1886431509582,225
316.2277660168379,260
398.1071705534969,330
501.18723362727246,385
630.957344480193,490
794.3282347242822,615
1000.,775
1258.9254117941662,975
1584.8931924611143,1235
1995.2623149688789,1550
2511.8864315095825,1880
3162.2776601683795,2370
3981.0717055349696,2945
5011.872336272725,3570
6309.57344480193,4388
7943.282347242822,nan
10000.,nan
