"Ltot","cost"
100.,274422.7698695988
125.89254117941661,286288.32426325494
158.48931924611142,299523.75071193656
199.5262314968879,313807.7367162203
251.1886431509582,329939.3080853183
316.2277660168379,348178.51794012415
398.1071705534969,368767.02658400725
501.18723362727246,392540.1734645657
630.957344480193,420274.2670125196
794.3282347242822,453211.3584621833
1000.,493019.18048098113
1258.9254117941662,542245.5415552773
1584.8931924611143,604797.8542685111
1995.2623149688789,687080.6284172682
2511.8864315095825,806593.2870968109
3162.2776601683795,958240.559018159
3981.0717055349696,1.1515058758896228e6
5011.872336272725,1.4479877909995143e6
6309.57344480193,1.9770366925182308e6
7943.282347242822,3.267759549003757e6
10000.,1.0791812521046704e7
