"Ltot","cost"
100.,459441.02812303643
125.89254117941661,476049.7276307459
158.48931924611142,503368.93812132516
199.5262314968879,530535.3268767231
251.1886431509582,562536.8632266807
316.2277660168379,594892.8732624878
398.1071705534969,630285.6162013871
501.18723362727246,669627.6971381542
630.957344480193,712990.4619679385
794.3282347242822,761062.7175498024
1000.,814257.6103346169
1258.9254117941662,864357.210625243
1584.8931924611143,921074.6934437694
1995.2623149688789,985181.5828479733
2511.8864315095825,1.0582009043622238e6
3162.2776601683795,1.1431037898977788e6
3981.0717055349696,1.2430787401925216e6
5011.872336272725,1.3620412031790633e6
6309.57344480193,1.5066757876713858e6
7943.282347242822,1.6840323214019183e6
10000.,1.91032552353935e6
