"Ltot","mII"
100.,4
125.89254117941661,6
158.48931924611142,9
199.5262314968879,11
251.1886431509582,18
316.2277660168379,22
398.1071705534969,33
501.18723362727246,40
630.957344480193,54
794.3282347242822,73
1000.,111
1258.9254117941662,114
1584.8931924611143,158
1995.2623149688789,199
2511.8864315095825,251
3162.2776601683795,316
3981.0717055349696,398
5011.872336272725,501
6309.57344480193,630
7943.282347242822,722
10000.,909
