"Ltot","mII"
100.,4
125.89254117941661,10
158.48931924611142,9
199.5262314968879,15
251.1886431509582,23
316.2277660168379,31
398.1071705534969,42
501.18723362727246,56
630.957344480193,76
794.3282347242822,102
1000.,137
1258.9254117941662,156
1584.8931924611143,224
1995.2623149688789,284
2511.8864315095825,313
3162.2776601683795,451
3981.0717055349696,568
5011.872336272725,715
6309.57344480193,901
7943.282347242822,992
10000.,999
