"Ltot","ntot"
100.,26
125.89254117941661,36
158.48931924611142,46
199.5262314968879,60
251.1886431509582,78
316.2277660168379,102
398.1071705534969,134
501.18723362727246,176
630.957344480193,232
794.3282347242822,308
1000.,406
1258.9254117941662,540
1584.8931924611143,753
1995.2623149688789,1026
2511.8864315095825,1520
3162.2776601683795,2020
3981.0717055349696,2720
5011.872336272725,3510
6309.57344480193,4148
7943.282347242822,nan
10000.,nan
