"Ltot","ntot"
100.,26
125.89254117941661,34
158.48931924611142,44
199.5262314968879,56
251.1886431509582,74
316.2277660168379,96
398.1071705534969,124
501.18723362727246,160
630.957344480193,210
794.3282347242822,272
1000.,356
1258.9254117941662,464
1584.8931924611143,608
1995.2623149688789,796
2511.8864315095825,1049
3162.2776601683795,1377
3981.0717055349696,1798
5011.872336272725,2562
6309.57344480193,3728
7943.282347242822,5035
10000.,6951
