"Ltot","SKR"
100.,16983.323136778316
125.89254117941661,15746.919083829338
158.48931924611142,16307.718850972135
199.5262314968879,16049.692316713028
251.1886431509582,15106.68424035454
316.2277660168379,14928.92857324098
398.1071705534969,14501.49767884381
501.18723362727246,13808.59885229118
630.957344480193,13617.21457778969
794.3282347242822,13384.123740523162
1000.,12325.521994616958
1258.9254117941662,11253.276498834628
1584.8931924611143,10603.721235944466
1995.2623149688789,9010.500833120483
2511.8864315095825,7251.5812718014895
3162.2776601683795,5380.416891421824
3981.0717055349696,3060.6529473967494
5011.872336272725,896.0318381824529
6309.57344480193,36.27010439821194
7943.282347242822,0.
10000.,0.
