"Ltot","cost"
100.,805805.9929101915
125.89254117941661,832611.6598969782
158.48931924611142,839634.3823943664
199.5262314968879,847436.0565440562
251.1886431509582,869770.3585388697
316.2277660168379,883130.5563923009
398.1071705534969,895436.7305939773
501.18723362727246,920281.7001921122
630.957344480193,878644.7954323876
794.3282347242822,835604.9432823185
1000.,862600.624144693
1258.9254117941662,901834.6249677006
1584.8931924611143,946194.39959952
1995.2623149688789,1.0120111068405216e6
2511.8864315095825,1.0976594093691593e6
3162.2776601683795,1.2271904202970925e6
3981.0717055349696,1.400717432758304e6
5011.872336272725,1.704156776446708e6
6309.57344480193,2.1333222578160814e6
7943.282347242822,3.2903038735914384e6
10000.,1.0791812521046706e7
