"Ltot","L0"
100.,2.2727272727272725
125.89254117941661,2.0982090196569434
158.48931924611142,1.9811164905763927
199.5262314968879,1.6627185958073993
251.1886431509582,1.560177907769927
316.2277660168379,1.457270811137502
398.1071705534969,1.3871329984442402
501.18723362727246,1.3017850224085001
630.957344480193,1.218064371583384
794.3282347242822,1.146216788923928
1000.,1.0905125408942205
1258.9254117941662,1.0336005022940609
1584.8931924611143,1.010773719681833
1995.2623149688789,1.004663804113232
2511.8864315095825,1.007980108952481
3162.2776601683795,1.0116051376098463
3981.0717055349696,1.0048136561168526
5011.872336272725,1.0750476911781908
6309.57344480193,1.2280213010513683
7943.282347242822,nan
10000.,nan
