"Ltot","SKR"
100.,20439.265180506995
125.89254117941661,20153.5203992786
158.48931924611142,19221.725340813417
199.5262314968879,18824.949110899666
251.1886431509582,19588.853796826865
316.2277660168379,19190.713478052334
398.1071705534969,18615.519408567372
501.18723362727246,19055.941014027492
630.957344480193,18621.491965271787
794.3282347242822,18382.168383219698
1000.,18167.137329273075
1258.9254117941662,17908.27898479296
1584.8931924611143,17482.13340290808
1995.2623149688789,17109.95259527564
2511.8864315095825,17150.626565071958
3162.2776601683795,16680.22785418114
3981.0717055349696,15979.093964962012
5011.872336272725,16370.542845132091
6309.57344480193,15651.75841266119
7943.282347242822,15008.025011208949
10000.,14200.12738078847
