"Ltot","SKR"
100.,19400.438613947867
125.89254117941661,18957.607847280153
158.48931924611142,17812.6820547373
199.5262314968879,18589.811990125254
251.1886431509582,17822.725554832956
316.2277660168379,18162.217292919573
398.1071705534969,17167.70982038299
501.18723362727246,17053.910971651345
630.957344480193,16580.34787946948
794.3282347242822,16194.487098312855
1000.,15465.64652397615
1258.9254117941662,14868.431820638187
1584.8931924611143,14390.455129668988
1995.2623149688789,13399.09550624414
2511.8864315095825,13213.864419461992
3162.2776601683795,12110.880470058102
3981.0717055349696,10658.145976359094
5011.872336272725,9068.666761411881
6309.57344480193,7034.559671002036
7943.282347242822,4655.4388252828
10000.,1515.037438624277
