"Ltot","SKR"
100.,18442.782044850894
125.89254117941661,17852.912849749348
158.48931924611142,17811.634120918316
199.5262314968879,17179.058382507206
251.1886431509582,17420.16077188125
316.2277660168379,16353.34637471446
398.1071705534969,15813.82974911165
501.18723362727246,15429.191091720248
630.957344480193,14854.120529544627
794.3282347242822,13842.575746613842
1000.,12974.225617319833
1258.9254117941662,12108.31352285796
1584.8931924611143,10583.307394150774
1995.2623149688789,9931.56827384914
2511.8864315095825,8110.310241696663
3162.2776601683795,5940.289985349475
3981.0717055349696,3415.503245761924
5011.872336272725,970.5798938807364
6309.57344480193,36.27010439821194
7943.282347242822,0.
10000.,0.
