"Ltot","mI"
100.,66.
125.89254117941661,93.
158.48931924611142,104.
199.5262314968879,132.
251.1886431509582,166.
316.2277660168379,210.
398.1071705534969,264.
501.18723362727246,332.
630.957344480193,471.
794.3282347242822,594.
1000.,796.
1258.9254117941662,936.
1584.8931924611143,1185.
1995.2623149688789,1592.
2511.8864315095825,2008.
3162.2776601683795,2605.
3981.0717055349696,3184.
5011.872336272725,4175.
6309.57344480193,5394.
7943.282347242822,6916.
10000.,8956.
