"Ltot","treeIndexing"
100.,1
125.89254117941661,1
158.48931924611142,2
199.5262314968879,2
251.1886431509582,2
316.2277660168379,3
398.1071705534969,3
501.18723362727246,8
630.957344480193,8
794.3282347242822,8
1000.,8
1258.9254117941662,8
1584.8931924611143,8
1995.2623149688789,8
2511.8864315095825,6
3162.2776601683795,6
3981.0717055349696,6
5011.872336272725,6
6309.57344480193,6
7943.282347242822,nan
10000.,nan
