"Ltot","treeIndexing"
100.,1
125.89254117941661,1
158.48931924611142,1
199.5262314968879,1
251.1886431509582,1
316.2277660168379,1
398.1071705534969,1
501.18723362727246,1
630.957344480193,2
794.3282347242822,2
1000.,2
1258.9254117941662,2
1584.8931924611143,2
1995.2623149688789,3
2511.8864315095825,8
3162.2776601683795,8
3981.0717055349696,8
5011.872336272725,8
6309.57344480193,8
7943.282347242822,8
10000.,8
