"Ltot","treeIndexing"
100.,1
125.89254117941661,1
158.48931924611142,1
199.5262314968879,1
251.1886431509582,2
316.2277660168379,2
398.1071705534969,2
501.18723362727246,2
630.957344480193,3
794.3282347242822,8
1000.,8
1258.9254117941662,8
1584.8931924611143,8
1995.2623149688789,8
2511.8864315095825,8
3162.2776601683795,8
3981.0717055349696,8
5011.872336272725,8
6309.57344480193,6
7943.282347242822,6
10000.,6
