"Ltot","cost"
100.,577691.995581142
125.89254117941661,639263.1457694613
158.48931924611142,710142.4782587673
199.5262314968879,774962.1582964171
251.1886431509582,848147.4245971361
316.2277660168379,934766.960701289
398.1071705534969,1.0390472160253938e6
501.18723362727246,1.166741612353406e6
630.957344480193,1.3262848647832666e6
794.3282347242822,1.530542595119548e6
1000.,1.7995862748529422e6
1258.9254117941662,2.1732048647174966e6
1584.8931924611143,2.750678021250942e6
1995.2623149688789,3.689998741174075e6
2511.8864315095825,5.324093268951486e6
3162.2776601683795,8.482753148124699e6
3981.0717055349696,1.525501455360528e7
5011.872336272725,3.2153216170076773e7
6309.57344480193,8.325300270966966e7
7943.282347242822,2.861208558484405e8
10000.,1.5832078565261047e9
