"Ltot","cost"
100.,587260.132070262
125.89254117941661,651641.9974230581
158.48931924611142,727614.9256559176
199.5262314968879,800146.5259209867
251.1886431509582,883027.6286132259
316.2277660168379,984052.2846201506
398.1071705534969,1.1095092619866682e6
501.18723362727246,1.2694615809209899e6
630.957344480193,1.479564856002892e6
794.3282347242822,1.7654413515029377e6
1000.,2.1714752742818515e6
1258.9254117941662,2.7802921104194643e6
1584.8931924611143,3.764715631009905e6
1995.2623149688789,5.540898001579377e6
2511.8864315095825,9.149468635061702e6
3162.2776601683795,1.796839000041368e7
3981.0717055349696,4.5884510872364126e7
5011.872336272725,2.1218434619556767e8
6309.57344480193,3.370550754240303e9
7943.282347242822,nan
10000.,nan
