"Ltot","SKR"
100.,20159.994888744044
125.89254117941661,20218.18956056356
158.48931924611142,20067.198369846887
199.5262314968879,19568.770062585772
251.1886431509582,19778.28953233269
316.2277660168379,19601.977370036577
398.1071705534969,19313.507458623924
501.18723362727246,18966.72018543118
630.957344480193,18908.92637263651
794.3282347242822,18553.643355785112
1000.,18343.306218643174
1258.9254117941662,17997.290736120576
1584.8931924611143,17681.808828347563
1995.2623149688789,17275.342320619555
2511.8864315095825,16693.859194837598
3162.2776601683795,16179.124996621946
3981.0717055349696,15608.358479503586
5011.872336272725,15441.12161686131
6309.57344480193,15811.49140916278
7943.282347242822,15116.512486279453
10000.,14200.12738078847
