"Ltot","mII"
100.,33
125.89254117941661,31
158.48931924611142,52
199.5262314968879,66
251.1886431509582,83
316.2277660168379,105
398.1071705534969,132
501.18723362727246,166
630.957344480193,157
794.3282347242822,198
1000.,199
1258.9254117941662,312
1584.8931924611143,395
1995.2623149688789,398
2511.8864315095825,502
3162.2776601683795,521
3981.0717055349696,796
5011.872336272725,835
6309.57344480193,899
7943.282347242822,988
10000.,995
