"Ltot","SKR"
100.,20028.47768771262
125.89254117941661,19857.774671283623
158.48931924611142,19645.886836712692
199.5262314968879,19568.257595534073
251.1886431509582,19582.758356208647
316.2277660168379,19360.14238049838
398.1071705534969,19294.75262504028
501.18723362727246,19026.35460672898
630.957344480193,18807.8962293266
794.3282347242822,18495.993159984188
1000.,18220.933126008546
1258.9254117941662,17857.261824369805
1584.8931924611143,17437.593338342173
1995.2623149688789,16954.84612104716
2511.8864315095825,16375.36804929873
3162.2776601683795,10478.768120587203
3981.0717055349696,572.9464199639409
5011.872336272725,0.
6309.57344480193,0.
7943.282347242822,0.
10000.,0.
